"dataset_id","dno_name","dno_alias","secondary_substation_id","secondary_substation_name","substation_geo_location","aggregated_device_count_active","primary_consumption_active_import","secondary_consumption_active_import","total_consumption_active_import","aggregated_device_count_reactive","total_consumption_reactive_import","data_collection_log_timestamp","insert_time","last_modified_time"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,253,NA,253,8,58,"2024-02-02 00:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,366,NA,366,8,53,"2024-02-02 00:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,232,NA,232,8,28,"2024-02-02 01:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,297,NA,297,8,52,"2024-02-02 01:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,192,NA,192,8,68,"2024-02-02 02:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,233,NA,233,8,36,"2024-02-02 02:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,207,NA,207,8,46,"2024-02-02 03:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,240,NA,240,8,47,"2024-02-02 03:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,271,NA,271,8,61,"2024-02-02 04:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,203,NA,203,8,70,"2024-02-02 04:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,245,NA,245,8,38,"2024-02-02 05:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,204,NA,204,8,36,"2024-02-02 05:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,290,NA,290,8,62,"2024-02-02 06:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,929,NA,929,8,84,"2024-02-02 06:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,1311,NA,1311,8,93,"2024-02-02 07:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,859,NA,859,8,102,"2024-02-02 07:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,924,NA,924,8,310,"2024-02-02 08:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,342,NA,342,8,94,"2024-02-02 08:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,294,NA,294,8,33,"2024-02-02 09:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,258,NA,258,8,22,"2024-02-02 09:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,251,NA,251,8,30,"2024-02-02 10:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,243,NA,243,8,45,"2024-02-02 10:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,378,NA,378,8,23,"2024-02-02 11:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,215,NA,215,8,16,"2024-02-02 11:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,2919,NA,2919,8,25,"2024-02-02 12:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,579,NA,579,8,18,"2024-02-02 12:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,233,NA,233,8,26,"2024-02-02 13:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,642,NA,642,8,30,"2024-02-02 13:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,545,NA,545,8,48,"2024-02-02 14:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,298,NA,298,8,32,"2024-02-02 14:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,162,NA,162,8,21,"2024-02-02 15:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,205,NA,205,8,11,"2024-02-02 15:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,316,NA,316,8,32,"2024-02-02 16:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,208,NA,208,8,36,"2024-02-02 16:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,267,NA,267,8,39,"2024-02-02 17:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,251,NA,251,8,36,"2024-02-02 17:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,256,NA,256,8,46,"2024-02-02 18:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,387,NA,387,8,99,"2024-02-02 18:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,329,NA,329,8,232,"2024-02-02 19:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,193,NA,193,8,82,"2024-02-02 19:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,497,NA,497,8,203,"2024-02-02 20:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,603,NA,603,8,163,"2024-02-02 20:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,253,NA,253,8,53,"2024-02-02 21:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,287,NA,287,8,49,"2024-02-02 21:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,202,NA,202,8,39,"2024-02-02 22:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,159,NA,159,8,44,"2024-02-02 22:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,191,NA,191,8,32,"2024-02-02 23:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,106,NA,106,8,35,"2024-02-02 23:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,148,NA,148,8,66,"2024-02-03 00:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,223,NA,223,8,61,"2024-02-03 00:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,136,NA,136,8,39,"2024-02-03 01:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,204,NA,204,8,81,"2024-02-03 01:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,232,NA,232,8,47,"2024-02-03 02:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,125,NA,125,8,35,"2024-02-03 02:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,125,NA,125,8,42,"2024-02-03 03:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,199,NA,199,8,52,"2024-02-03 03:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,127,NA,127,8,68,"2024-02-03 04:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,225,NA,225,8,56,"2024-02-03 04:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,161,NA,161,8,39,"2024-02-03 05:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,110,NA,110,8,43,"2024-02-03 05:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,178,NA,178,8,60,"2024-02-03 06:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,101,NA,101,8,28,"2024-02-03 06:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,157,NA,157,8,28,"2024-02-03 07:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,333,NA,333,8,100,"2024-02-03 07:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,115,NA,115,8,47,"2024-02-03 08:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,129,NA,129,8,154,"2024-02-03 08:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,261,NA,261,8,29,"2024-02-03 09:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,99,NA,99,8,20,"2024-02-03 09:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,78,NA,78,8,19,"2024-02-03 10:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,205,NA,205,8,19,"2024-02-03 10:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,100,NA,100,8,12,"2024-02-03 11:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,118,NA,118,8,10,"2024-02-03 11:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,240,NA,240,8,25,"2024-02-03 12:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,197,NA,197,8,26,"2024-02-03 12:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,138,NA,138,8,17,"2024-02-03 13:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,234,NA,234,8,14,"2024-02-03 13:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,164,NA,164,8,15,"2024-02-03 14:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,1268,NA,1268,8,24,"2024-02-03 14:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,259,NA,259,8,12,"2024-02-03 15:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,322,NA,322,8,16,"2024-02-03 15:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,1094,NA,1094,8,20,"2024-02-03 16:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,717,NA,717,8,23,"2024-02-03 16:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,261,NA,261,8,47,"2024-02-03 17:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,194,NA,194,8,83,"2024-02-03 17:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,303,NA,303,8,57,"2024-02-03 18:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,170,NA,170,8,43,"2024-02-03 18:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,280,NA,280,8,57,"2024-02-03 19:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,282,NA,282,8,71,"2024-02-03 19:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,247,NA,247,8,54,"2024-02-03 20:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,156,NA,156,8,52,"2024-02-03 20:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,251,NA,251,8,25,"2024-02-03 21:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,170,NA,170,8,43,"2024-02-03 21:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,331,NA,331,8,74,"2024-02-03 22:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,190,NA,190,8,29,"2024-02-03 22:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,257,NA,257,8,39,"2024-02-03 23:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,123,NA,123,8,59,"2024-02-03 23:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,197,NA,197,8,37,"2024-02-04 00:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,142,NA,142,8,33,"2024-02-04 00:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,213,NA,213,8,42,"2024-02-04 01:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,144,NA,144,8,68,"2024-02-04 01:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,220,NA,220,8,47,"2024-02-04 02:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,140,NA,140,8,33,"2024-02-04 02:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,188,NA,188,8,38,"2024-02-04 03:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,171,NA,171,8,47,"2024-02-04 03:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,208,NA,208,8,28,"2024-02-04 04:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,215,NA,215,8,30,"2024-02-04 04:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,201,NA,201,8,51,"2024-02-04 05:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,211,NA,211,8,53,"2024-02-04 05:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,149,NA,149,8,34,"2024-02-04 06:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,641,NA,641,8,58,"2024-02-04 06:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,1062,NA,1062,8,88,"2024-02-04 07:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,739,NA,739,8,72,"2024-02-04 07:30:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
"NPg_Substation_February2024","Northern Powergrid","NPg",148553006,"SEVENTH STREET HORDEN","54.764915, -1.3154537",5,181,NA,181,8,48,"2024-02-04 08:00:00.000","2024-03-21T12:00:00+00.00","2024-03-21T12:00:00+00.00"
